business_time,business_job_openings,business_review,plat_customer_support_cnt_t3m,plat_dashboard_cnt_t3m,plat_trsct_acct_flag,plat_saving_acct_flag,plat_login_cnt_t1m,fin_revenue,fin_profit,fin_assets,fin_liabilities,tran_vol_t1m,tran_vol_t3m,tran_cnt_t3m,tran_inflow_t3m,tran_outflow_t3m,credit_score,credit_lines_cnt,credit_current_amt,credit_default_cnt_t12m,credit_inquiry_cnt_t3m,credit_court_cnt_t12m,loan_amount,loan_late_repayment_cnt,loan_interest_rate,loan_utilization_amount,drv_income_pm_avg_t3m,drv_profit_margin_rate,drv_asset_liability_rate,drv_loan_util_rate,drv_inflow_outflow_rate_t3m,drv_tran_vol_std_t12m,drv_inflow_std_t6m,drv_trans_vol_prop_t1t3,business_industry_manufacturing,business_industry_retail,business_industry_services,business_structure_company,business_location_urban
9,7,4,0,1,1,1,17,56754,2957,492002,194558,4797,22317,0,11930,11268,504,8,318496,0,0,0,36512,0,0.19,10954,220.66666666666666,0.05210205448074145,2.528819169604951,0.3000109553023663,1.0587504437344692,618.1579205985172,201.82050756127913,0.21494824573195323,True,False,False,False,False
6,7,4,2,0,0,1,12,40887,11556,120157,40670,5597,22163,0,9143,9998,517,6,104442,1,0,0,44633,0,0.11,5021,-285.0,0.2826326216156725,2.9544381608064914,0.11249523894875989,0.9144828965793159,348.0122556152842,724.2288164918008,0.25253801380679514,True,False,False,True,False
9,0,2,1,2,1,0,10,325938,84000,2345471,920639,24262,79382,1325,70637,82277,641,7,89397,0,0,0,15076,1,0.13,7387,-3880.0,0.25771772545698873,2.5476554871127552,0.4899840806579995,0.8585266842495473,492.1409234351212,227.76861458230036,0.30563603839661385,True,False,False,False,False
17,4,2,0,1,1,1,7,42680,6833,200979,70705,3942,19098,0,11957,9980,510,8,736328,0,0,0,45284,0,0.12,1384,659.0,0.16009840674789128,2.8425005303726754,0.030562671142125256,1.1980961923847695,29.568342945454184,730.4873585252426,0.2064090480678605,False,False,False,False,False
6,5,2,1,1,1,0,11,46861,6259,304665,75052,6557,9692,0,9821,10704,508,5,225170,0,1,0,46906,0,0.17,14854,-294.3333333333333,0.13356522481381106,4.059385492725044,0.31667590500149234,0.9175074738415545,29.26289685936534,772.7765439305522,0.676537350392076,False,False,True,False,False
18,0,4,0,0,1,1,7,953995,56768,2453459,580545,72310,270851,0,219702,263026,580,7,265489,0,0,0,20255,0,0.16,8203,-14441.333333333334,0.05950555296411407,4.226130618642827,0.40498642310540606,0.8352862454662277,348.2865961586434,73.36411703690405,0.2669733543535006,False,False,False,True,False
16,6,3,2,1,1,1,10,312737,77860,671777,150134,43044,250504,2410,88498,91793,601,8,80712,0,0,0,46354,0,0.16,9387,-1098.3333333333333,0.2489631863194953,4.474516098951603,0.20250679553005135,0.9641040166461495,185.21705562115432,85.94309987404081,0.1718295915434484,False,False,False,True,True
13,9,2,0,0,0,0,6,259147,45834,2193265,988393,37847,220102,0,66229,56440,554,5,309325,0,0,0,36290,0,0.2,2495,3263.0,0.17686486820221728,2.2190211788225938,0.068751722237531,1.1734408221119774,350.05317507111687,937.521620456075,0.17195209493780156,False,True,False,False,False
16,5,2,0,1,0,1,7,328332,66251,1109055,454631,24219,142808,1175,89910,102148,575,9,773199,0,0,1,32433,0,0.11,1910,-4079.3333333333335,0.20178051484473034,2.439461893271686,0.058890636080535255,0.8801934448055763,181.37632272467107,384.00577895949874,0.16959133942076074,False,False,True,True,False
11,5,3,0,0,1,1,14,45494,2325,326748,55663,2974,10637,0,11645,11203,503,3,213264,0,1,0,25585,0,0.18,4424,147.33333333333334,0.05110564030421594,5.870111204929666,0.17291381668946648,1.039453717754173,359.17895735474957,549.6192684247275,0.2795901099934192,True,False,False,False,False
12,4,3,0,1,0,1,2,46873,7546,362878,44395,6476,21545,534,9791,10282,511,6,310128,1,0,0,5480,0,0.12,1678,-163.66666666666666,0.1609882021632923,8.173848406352066,0.30620437956204377,0.952246644621669,770.3562743555868,344.21047176036876,0.30058018101647715,False,True,False,False,False
6,4,4,0,2,1,1,6,58698,8603,182570,54442,6657,26226,0,16802,14293,511,9,318420,0,0,2,9556,0,0.19,920,836.3333333333334,0.14656376707894647,3.353477094889975,0.09627459187944747,1.1755404743580773,578.1964288730165,809.3988375843295,0.25383207504003663,True,False,False,False,False
1,4,3,0,0,1,0,9,319624,51162,1692138,611803,43950,248025,0,91742,99940,571,7,587216,0,0,0,23346,0,0.19,5457,-2732.6666666666665,0.16006933146447075,2.7658216778930473,0.23374453867900283,0.9179707824694817,250.71710194585495,831.7001737699617,0.17719987904445117,True,False,False,False,False
10,9,2,1,1,1,1,11,49102,3810,384374,61801,2046,9826,418,13908,11161,506,3,10080,0,0,0,22686,0,0.11,1834,915.6666666666666,0.0775935807095434,6.219543373084578,0.0808428105439478,1.2461248992025804,141.5736929137158,778.4465737430777,0.20822308162019132,False,True,False,False,False
12,4,4,2,1,1,0,11,42311,8974,185995,87253,5646,22278,0,10340,11061,513,3,205257,0,0,0,21947,0,0.12,10681,-240.33333333333334,0.21209614521046535,2.1316745556026726,0.48667243814644373,0.9348160202513335,523.8345602869732,311.4566608306275,0.25343388095879343,False,True,False,False,True
19,4,1,0,1,1,1,18,259859,57841,2377094,793686,42720,67234,0,68934,73500,571,7,280042,0,1,0,9289,1,0.17,6216,-1522.0,0.22258609476677738,2.995005581552402,0.6691785983421251,0.9378775510204082,681.5053205600889,363.83732180000163,0.6353928072106375,True,False,False,True,False
13,5,3,1,0,1,1,19,56359,9482,483365,116306,7198,16536,0,12800,15060,516,4,315752,0,0,0,4120,0,0.16,446,-753.3333333333334,0.16824287159105022,4.155976475848194,0.10825242718446602,0.849933598937583,908.2604834017638,743.6051888411858,0.435292694726657,True,False,False,False,False
3,1,2,0,1,1,1,13,52594,14741,215859,38022,3954,14452,133,11190,12297,522,1,3765,0,0,0,41513,0,0.13,4912,-369.0,0.2802791192911739,5.677213192362316,0.11832438031460024,0.9099780434252257,880.987068376099,948.5786584507306,0.2735953501245502,False,False,True,False,True
11,6,3,0,0,0,1,10,240151,65841,1337523,548032,37420,63707,0,56245,57983,582,3,162108,0,1,0,33129,0,0.2,5669,-579.3333333333334,0.27416500451799075,2.440592885087002,0.1711189592200187,0.9700256971871065,519.0475485904617,581.7826449869812,0.5873765834209741,False,False,False,False,False
3,7,2,2,0,1,0,16,50855,13074,282988,118911,4162,7410,0,13971,13918,521,8,307752,0,1,0,20200,1,0.1,3939,17.666666666666668,0.25708386589322585,2.3798302932445274,0.195,1.0038080183934472,118.35905116841938,322.669066848273,0.5616734143049933,True,False,False,False,False
16,8,1,0,1,1,1,11,42138,8137,400394,84542,6233,20751,0,10655,8633,513,7,288113,0,0,0,6410,0,0.19,1635,674.0,0.19310361194171533,4.736036526223653,0.2550702028081123,1.2342175373566546,774.9548213068257,978.7331905629934,0.3003710664546287,False,True,False,False,False
4,6,2,0,1,1,1,4,299356,37042,2594181,1233015,14776,70266,1309,76967,63225,559,7,71120,0,0,0,38125,1,0.18,9341,4580.666666666667,0.12373895963334625,2.1039330421771023,0.24500983606557378,1.2173507315144325,390.1378362706568,323.6707584284938,0.21028662511029517,False,True,False,False,False
11,2,3,0,0,0,1,2,323415,28984,1263449,259537,50165,75164,0,76124,82752,541,2,131942,0,0,0,42874,0,0.13,5073,-2209.3333333333335,0.08961860148725322,4.868088172399311,0.11832345943928721,0.9199052590873936,859.5096519057058,635.764534647878,0.6674072694374966,False,False,True,False,True
3,3,1,0,0,1,1,14,1199444,226327,9189375,3957150,141142,183093,4592,305095,323462,812,6,256344,0,0,0,11277,0,0.12,994,-6122.333333333333,0.18869326121102778,2.322220537508055,0.08814400993171943,0.9432174413068614,536.4652071930309,777.3763995887753,0.7708760029056272,True,False,False,True,False
14,2,4,0,0,0,1,8,271694,16902,1037340,348066,43754,234179,0,73598,61049,528,5,57470,0,1,0,42586,0,0.11,41521,4183.0,0.062209691785611754,2.9802968402544345,0.9749917813365895,1.2055561925666267,238.91402355310797,978.4101795083191,0.18683998138176353,False,True,False,True,True
15,8,5,0,1,1,1,17,284378,45306,1956888,718867,30052,49482,1322,80346,75776,565,4,221524,0,0,0,3156,0,0.17,736,1523.3333333333333,0.1593161215002567,2.7221836584514243,0.2332065906210393,1.0603093327702702,251.6689210967893,557.728299999749,0.607331959096237,True,False,False,False,True
4,5,3,3,0,1,0,7,283514,18762,2206356,278593,43695,68944,0,77635,68464,522,1,28649,0,0,0,25847,0,0.14,2908,3057.0,0.06617662619835352,7.919639043335619,0.11250822145703564,1.1339536106566954,636.8284934544956,105.31512442297408,0.6337752378742167,False,False,False,False,True
12,6,2,2,0,1,1,15,253982,70359,2193711,1005989,38428,156551,0,55374,61739,604,3,103878,0,0,0,21943,0,0.16,4462,-2121.6666666666665,0.27702356859934957,2.1806510806778205,0.2033450303057923,0.8969047117705178,911.73340546386,35.528326712815364,0.2454663336548473,False,False,True,False,False
4,3,3,2,1,1,0,19,48382,11345,208692,61811,5742,34148,564,10194,9279,516,8,634848,0,1,0,35399,0,0.2,5310,305.0,0.23448803273944854,3.376292245716782,0.1500042374078364,1.0986097639831878,405.77797827621976,850.7272413178491,0.1681504041232283,False,True,False,False,False
9,3,3,0,1,1,1,18,299244,21607,2697968,740211,19712,85545,0,81156,73204,533,7,24255,0,0,0,32508,0,0.15,4605,2650.6666666666665,0.07220529066581118,3.6448634240777293,0.14165743816906606,1.108627943828206,63.85405690980228,377.5069283634639,0.23042842948155942,True,False,False,False,False
11,3,3,0,2,1,0,6,43407,5982,101341,13691,3566,15892,180,11268,10230,507,6,120582,0,0,0,29043,0,0.15,6172,346.0,0.13781187366093026,7.402015922869038,0.2125124814929587,1.1014662756598241,506.8547741696364,793.019615463482,0.224389630002517,False,False,True,True,False
15,1,4,1,0,0,0,11,56559,8331,165830,80446,2720,3830,0,16017,15582,510,6,538686,0,0,1,16941,0,0.19,2908,145.0,0.14729751233225483,2.0613827909405065,0.171654565846172,1.0279168271082018,130.45193803871513,309.86289860088846,0.7101827676240209,False,False,False,False,False
6,0,4,1,0,1,0,14,58666,4426,381462,186677,9546,22210,0,15523,13098,507,2,66676,0,0,1,31230,1,0.1,7599,808.3333333333334,0.07544403913680837,2.043433309941771,0.24332372718539866,1.1851427698885326,722.9254060835542,966.0483446899771,0.429806393516434,False,True,False,False,False
18,1,4,0,1,0,0,4,59785,15594,477327,76490,3823,16626,221,16554,17637,521,7,576933,0,0,0,45847,1,0.11,21090,-361.0,0.26083465752279,6.240384363969146,0.46000828843762953,0.9385949991495153,215.65129518738112,668.4931598498814,0.22994105617707206,False,False,False,True,False
18,2,2,2,1,1,1,18,924387,114647,7541641,3460828,64416,295758,0,215706,235739,661,4,93840,1,0,0,21272,1,0.11,5105,-6677.666666666667,0.12402489433538118,2.1791435459953514,0.23998683715682587,0.9150204251311832,430.1422665499485,294.99737926549574,0.21779968758241536,False,False,True,False,False
12,1,3,0,3,1,0,8,335644,28904,848786,319594,29741,49068,0,81400,89920,546,8,74248,0,0,1,26390,0,0.17,5542,-2840.0,0.08611505047014098,2.6558258290205696,0.21000378931413413,0.9052491103202847,51.80176547093951,257.64541389507656,0.6061180402706449,True,False,False,True,True
16,5,3,1,1,0,0,11,304940,55899,2379380,391072,39984,150895,2360,72553,70301,587,7,369439,0,1,0,34562,0,0.19,7911,750.6666666666666,0.18331147110907065,6.084250470501596,0.22889300387709044,1.0320336837313837,340.171388565393,116.94040510428361,0.2649789588786905,True,False,False,False,False
16,1,3,0,0,0,1,10,59720,8574,426002,64584,4228,22111,150,15247,17734,514,4,251108,0,0,0,7149,0,0.15,1201,-829.0,0.14356999330207634,6.596091911309303,0.16799552384948943,0.8597609112439382,465.9160092861636,981.4706719671171,0.19121704129166478,True,False,False,False,True
5,8,3,0,1,1,0,10,50816,11602,234512,56021,8210,19952,479,11526,9967,516,3,96216,0,0,0,40451,0,0.14,14495,519.6666666666666,0.22831391687657432,4.18614448153371,0.35833477540728287,1.156416173372128,191.73053300797682,445.55747290705284,0.41148757016840415,True,False,False,True,False
9,4,4,0,0,1,0,13,307887,38020,2110242,236666,43499,128537,1325,66389,60228,551,2,90560,0,1,0,13143,0,0.2,887,2053.6666666666665,0.12348686368700205,8.916540609973548,0.06748839686525146,1.10229461380089,167.23487872172115,442.94948103619714,0.33841617588709866,True,False,False,True,True
8,3,2,1,1,1,1,7,42898,11147,365214,171702,2024,6696,0,8738,8948,518,3,91032,0,0,0,26896,0,0.19,8405,-70.0,0.2598489440067136,2.127022399273159,0.3125,0.9765310683951721,120.74322094877066,555.1026382886674,0.3022700119474313,True,False,False,False,True
18,3,1,0,0,1,0,5,891751,169684,2587203,629703,97715,495314,0,209174,209790,710,8,103168,0,1,0,44727,1,0.12,7007,-205.33333333333334,0.1902818163366231,4.108608343933569,0.15666152435888836,0.9970637303970638,528.202357255541,631.3606329500984,0.19727889783046715,True,False,False,False,False
12,8,3,0,0,1,0,15,50886,14453,325219,83027,6569,35143,0,12192,10712,519,4,396616,0,0,0,44249,0,0.19,12832,493.3333333333333,0.28402704083637936,3.9170269912197235,0.28999525413003685,1.1381628080657207,975.3670580217779,51.11024144942211,0.186922004382096,False,False,False,True,False
19,7,2,2,0,0,0,12,282190,83038,644551,152330,14834,52056,1852,83436,84006,630,7,578473,0,0,1,32301,0,0.1,3149,-190.0,0.2942627307842234,4.23128077200814,0.09748924181913872,0.9932147703735448,559.0335612998707,102.99495566193484,0.28496234824035654,False,False,False,True,False
2,4,4,2,0,1,1,8,42710,11385,217035,97965,7062,31101,408,8595,9050,514,9,891738,0,0,0,8931,0,0.14,4317,-151.66666666666666,0.2665652072114259,2.215434083601286,0.48337252267383274,0.9497237569060774,929.8906560054959,437.3951148869444,0.22706665380534388,False,False,True,False,False
18,4,3,0,0,1,0,7,58711,12768,218871,101656,4710,11601,0,14697,14876,518,3,45189,0,0,0,40044,0,0.15,23025,-59.666666666666664,0.21747202398187734,2.1530554025340365,0.574992508240935,0.9879671954826567,742.9226871569618,474.9476004675084,0.40599948280320663,False,True,False,True,True
3,8,4,0,0,1,1,5,43859,6460,217128,62641,3884,11205,0,12450,13498,508,4,15188,0,2,2,26807,0,0.15,10633,-349.3333333333333,0.14729017989466245,3.466228189205153,0.3966501286977282,0.9223588679804415,977.5900962864279,977.78348565905,0.3466309683177153,False,True,False,False,True
13,2,3,0,0,1,0,17,306431,73661,1630982,494250,43002,257643,2251,80895,67995,588,6,161916,0,0,0,27494,0,0.16,7446,4300.0,0.2403836426471212,3.299912999494183,0.27082272495817267,1.1897198323406133,782.1469124084077,99.7434183502568,0.16690536905718378,False,False,True,False,True
3,1,4,2,1,1,1,18,45437,4215,131679,34041,6225,6546,0,11154,9570,507,6,92406,0,0,1,4900,0,0.13,237,528.0,0.09276580760173427,3.868247113774566,0.04836734693877551,1.1655172413793105,810.4107734011137,578.0755242286049,0.9509624197983502,False,True,False,True,False
14,5,1,0,0,1,1,7,284887,82591,1825693,628728,20396,27044,862,81090,73147,598,5,110565,0,1,0,12146,0,0.19,12146,2647.6666666666665,0.2899079284067016,2.90378828364571,1.0,1.1085895525448755,763.2570740098007,201.9340470732196,0.7541783759798847,True,False,False,False,False
3,2,1,0,2,0,0,4,41493,2491,148117,46388,5997,26610,111,10650,9593,503,4,162456,0,2,0,15937,0,0.12,1912,352.3333333333333,0.060034222639963365,3.193002500646719,0.11997239129070716,1.110184509538205,286.5428563284569,375.97657458610854,0.2253664036076663,False,True,False,False,True
2,2,2,0,0,1,0,9,50784,6284,474674,195685,4149,11771,470,10879,10316,509,9,80622,0,1,0,5730,0,0.11,2340,187.66666666666666,0.12373976055450536,2.42570457623221,0.4083769633507853,1.054575416828228,145.73392632040816,831.1698912180408,0.3524764251125648,False,False,True,True,True
6,8,4,0,0,0,0,11,45635,4628,369053,78559,2022,10550,454,12046,14043,507,7,475818,0,0,0,5268,0,0.18,2825,-665.6666666666666,0.10141338884628026,4.697781285403328,0.5362566438876234,0.8577939186783451,824.2878963434438,152.18103682145357,0.19165876777251184,False,False,True,True,True
9,9,3,0,0,0,0,14,43032,6885,215138,71223,4322,17670,305,10362,11609,509,2,136768,0,0,0,32059,1,0.13,19690,-415.6666666666667,0.15999721137757947,3.0206253597854626,0.6141801054306123,0.892583340511672,220.38541725692173,115.70018908295054,0.24459535936615734,False,True,False,False,False
5,7,4,0,1,1,1,16,244216,40592,2404522,330800,11157,57265,0,68281,63505,553,5,98695,0,0,0,18722,0,0.13,4774,1592.0,0.1662135159039539,7.268808948004836,0.25499412455934195,1.0752066766396347,911.0313668404677,920.2019049944034,0.1948310486335458,False,True,False,True,False
2,0,1,1,0,1,1,10,45307,4417,418830,159089,3458,7346,0,10309,11254,507,7,378973,0,1,0,37362,0,0.11,16190,-315.0,0.09749045401372856,2.6326773064133913,0.4333279803008404,0.9160298560511818,768.7199759012452,581.9252130322768,0.4707323713585625,False,True,False,True,True
16,5,2,1,1,1,1,18,967204,269622,7163797,2621384,120079,304627,0,273517,274555,854,3,212535,0,1,0,26602,0,0.11,8867,-346.0,0.2787643558132514,2.7328300622877078,0.33332080294714683,0.9962193367449145,736.2754772817317,251.00991561736487,0.3941837066313886,False,False,True,True,False
5,8,4,0,1,1,0,9,55908,13308,177126,79303,2479,6270,0,16751,16224,520,6,316020,0,1,0,9685,0,0.11,8329,175.66666666666666,0.23803391285683623,2.233534670819515,0.8599896747547754,1.032482741617357,914.7665183289485,274.6898377418927,0.39537480063795855,False,False,True,True,False
1,2,1,2,0,1,1,18,47405,11375,332942,47313,5070,26896,256,14147,15856,513,4,242940,0,0,1,19280,0,0.2,1558,-569.6666666666666,0.23995359139331293,7.037008855916978,0.0808091286307054,0.8922174571140262,889.258281784012,559.5672285928995,0.18850386674598454,False,True,False,True,True
9,9,2,0,0,1,1,16,56679,10769,161103,31323,2871,13321,426,13400,11609,518,5,433335,0,0,0,12777,0,0.14,3572,597.0,0.1899998235678117,5.143281294895125,0.2795648430774047,1.154276854164872,843.2965797237983,701.5753605315847,0.21552436003303055,False,True,False,False,False
13,4,4,3,1,0,0,14,50164,11877,411194,105214,4200,20233,0,14313,14815,514,1,37396,0,0,0,45474,0,0.19,9085,-167.33333333333334,0.23676341599553466,3.908168114509476,0.19978449223732242,0.9661154235572056,909.0606912572241,913.2951733756896,0.2075816735036821,False,True,False,True,True
8,2,2,0,0,1,1,13,1072943,310954,10196486,1176629,81753,357052,0,304862,348625,971,9,522774,0,0,1,24713,0,0.19,2718,-14587.666666666666,0.28981409077649045,8.665846243803271,0.10998260025088011,0.8744697024022947,419.6700204620456,572.4053179126225,0.228966649115535,False,True,False,False,False
4,2,2,0,0,1,1,11,41630,8634,112505,32050,2166,7149,0,11239,10500,512,7,504413,1,1,0,38045,0,0.17,2116,246.33333333333334,0.20739851068940668,3.510296411856474,0.05561834669470364,1.0703809523809524,111.23350509681296,720.9760275663416,0.3029794376835921,False,False,True,False,True
6,2,1,0,0,1,1,9,43633,6064,424158,189600,3695,15944,0,12737,11894,509,5,210985,0,0,0,24261,0,0.19,5095,281.0,0.13897737950633696,2.237120253164557,0.2100078314991138,1.07087607196906,959.1818957258033,114.0423902190043,0.23174862017059708,False,False,True,False,False
1,6,4,0,1,1,0,18,40236,9472,102176,50172,2892,17044,0,9118,10606,512,5,334005,0,0,0,33318,0,0.16,15326,-496.0,0.2354110746595089,2.0365143904966914,0.45999159613422175,0.8597020554403167,662.6865654370179,761.4857928391884,0.16967847923022764,False,False,True,False,True
15,5,2,0,0,1,1,10,55801,15678,502322,118404,5874,14998,182,12737,10309,525,8,294608,0,1,0,24940,0,0.13,2660,809.3333333333334,0.28096270676152757,4.242441133745482,0.10665597433841219,1.235522359103696,436.20512659932575,681.0108233860032,0.39165222029603947,False,False,False,False,False
18,8,2,0,0,1,0,10,44515,9982,286941,94570,2076,8921,585,12835,15027,516,7,126742,0,0,0,49879,0,0.17,9976,-730.6666666666666,0.22423902055486913,3.034165168658137,0.20000400970348242,0.854129234045385,983.019696768013,381.7753987366224,0.23270933751821546,False,True,False,True,False
7,1,3,0,0,0,0,5,999514,217731,5493940,788389,146609,579530,2349,284071,238548,770,9,14409,0,0,1,28210,1,0.16,8275,15174.333333333334,0.21783686871819705,6.968565010419983,0.293335696561503,1.1908337106158928,470.6525100547594,224.9435974207059,0.2529791382672165,False,True,False,False,False
2,7,2,0,1,1,0,15,318382,78274,1370168,532452,45637,50172,0,73907,77250,609,9,408222,0,0,0,2869,0,0.2,626,-1114.3333333333333,0.24584932565283213,2.5733174070150926,0.2181944928546532,0.9567249190938512,456.27516203115835,186.0577198318306,0.9096109383720004,False,True,False,False,False
10,1,3,0,0,1,1,14,47533,2992,145037,64789,7031,20371,206,11206,12127,504,1,40837,0,0,0,42619,0,0.14,4475,-307.0,0.06294574295752424,2.238605318804118,0.10500011731856683,0.9240537643275336,755.3202200501968,204.95891046139047,0.3451475136223062,False,False,False,False,False
14,3,3,0,0,1,1,4,49984,4817,345427,133417,7483,15355,525,11277,11562,506,5,247425,0,0,0,17508,0,0.12,2364,-95.0,0.09637083866837388,2.5890778536468364,0.13502398903358465,0.9753502854177478,850.8319764992013,392.0592752438553,0.4873331162487789,True,False,False,True,False
8,5,4,0,0,1,1,5,43042,11767,319367,40538,5973,29610,154,9086,8046,514,5,407190,0,0,0,43878,0,0.17,39490,346.6666666666667,0.2733841364248873,7.878213034683506,0.8999954419071061,1.1292567735520755,131.07590323475515,37.58216234557188,0.2017223910840932,False,True,False,True,False
15,4,3,0,0,1,0,9,262442,46503,2063571,720265,30093,175468,0,58366,69133,560,3,31875,0,2,0,38216,0,0.14,4628,-3589.0,0.17719343702608575,2.8650163481496396,0.12110110948293909,0.8442567225492891,673.7077389649467,406.4088840822471,0.17150135637267194,False,False,True,True,True
1,0,2,0,0,1,1,3,50269,5708,362084,127077,3377,20179,0,13686,15340,508,5,344780,0,2,1,43695,0,0.18,12198,-551.3333333333334,0.11354910581073822,2.8493275730462635,0.2791623755578441,0.8921773142112125,368.62395699291164,154.73089377024786,0.16735219782942662,False,False,True,False,False
1,4,3,0,0,1,0,11,45697,9810,120847,23032,7193,33878,599,11019,12852,514,4,384248,0,0,0,35790,0,0.18,8232,-611.0,0.2146749239556207,5.246917332407086,0.2300083822296731,0.857376283846872,793.8593959096054,907.3748345119716,0.21232068008737234,False,False,True,False,True
13,4,4,0,1,1,0,13,43556,4148,94773,26827,4583,5176,0,9933,8988,506,2,110160,0,0,0,15743,1,0.16,4821,315.0,0.09523372210487648,3.532746859507213,0.30623134091342186,1.105140186915888,568.4467984729771,409.64073256816755,0.8854327666151468,False,True,False,False,False
9,9,1,0,1,1,1,17,48980,6966,259487,122891,3292,4052,0,11388,9687,510,1,28588,0,1,2,25108,1,0.16,6737,567.0,0.1422213148223765,2.1115215923053765,0.26832085391110405,1.1755961598017963,758.3564378556796,854.0754474171046,0.8124383020730503,False,False,False,False,False
11,2,4,0,0,0,0,4,358115,97348,824349,307270,27506,58964,0,91838,100469,650,7,560462,0,0,0,26679,0,0.12,1512,-2877.0,0.2718344665819639,2.6828164155303154,0.056673788372877544,0.9140929042789319,614.166971585353,231.88527998529395,0.4664880265924971,True,False,False,True,True
9,3,2,0,1,1,0,3,292581,43988,2231825,1045011,32657,76595,741,63258,58382,560,2,114582,0,0,0,26613,0,0.13,23508,1625.3333333333333,0.15034469087192948,2.135695222346942,0.8833276969901928,1.0835188928094275,269.90413190849273,186.38555622168718,0.4263594229388341,False,False,True,False,False
17,1,4,0,0,0,0,13,1147996,333248,4316600,1535506,149741,756112,0,253286,275492,881,3,190155,0,0,0,8734,1,0.17,951,-7402.0,0.29028672573772035,2.811190578219818,0.10888481795282803,0.9193951185515369,597.1218933497981,148.23866321541124,0.19804076644729882,False,True,False,False,True
16,8,4,1,2,0,0,8,57730,3430,454196,220520,2573,9560,0,17186,14141,505,8,267256,0,1,0,39020,2,0.12,19315,1015.0,0.0594145158496449,2.059658987846907,0.49500256278831367,1.2153313061311082,216.53602258667436,480.40611382633557,0.2691422594142259,False,True,False,False,False
12,6,3,0,0,1,0,17,49276,8510,287756,102606,3356,15272,0,12242,11392,512,4,358256,1,0,0,21246,0,0.16,10127,283.3333333333333,0.17270070622615472,2.8044753718106152,0.47665442906900124,1.0746137640449438,909.8332528424293,582.9724152972126,0.21974855945521216,False,False,True,False,True
11,6,3,0,0,1,0,12,40154,4839,266574,94768,2958,14141,0,10295,11514,506,8,201232,0,1,1,29743,0,0.16,4338,-406.3333333333333,0.1205110325247796,2.8129115313185884,0.14584944356655347,0.8941288865728678,521.9768596247579,605.5050104862394,0.20917898309879074,False,False,False,False,False
9,5,3,0,1,0,1,4,54033,10149,435268,164484,6014,19111,0,16181,14266,514,7,543074,0,0,0,2185,0,0.2,325,638.3333333333334,0.18782965965243462,2.64626346635539,0.14874141876430205,1.1342352446375998,897.0867315598654,468.4067875670396,0.31468787609230287,False,False,False,False,False
1,9,4,0,0,1,1,12,53425,4753,124353,23156,8198,34279,0,13210,11315,507,5,396290,0,0,0,41065,0,0.12,29567,631.6666666666666,0.08896583996256434,5.370228018656072,0.7200048703275296,1.167476800707026,236.53871599232312,122.24397446032853,0.23915516788704455,False,False,False,False,True
17,9,2,2,0,0,1,4,260346,68842,1763400,815846,24838,62742,0,67320,63462,597,8,792800,0,0,0,29695,0,0.11,2970,1286.0,0.2644250343773286,2.1614373300843543,0.10001683785149015,1.060792285147017,717.319140336621,528.9712275622418,0.39587517133658473,True,False,False,True,True
16,7,3,0,0,1,0,4,875919,227505,3333127,998321,40546,184383,1307,223733,244515,841,4,141556,0,0,1,7519,0,0.19,5721,-6927.333333333333,0.25973292050977315,3.3387327322574603,0.7608724564436761,0.9150072592683476,421.69889377060144,881.7735441882467,0.21990096700888911,False,True,False,True,False
2,3,4,1,0,1,1,3,261596,47481,2578523,445164,31056,141389,0,61757,57359,575,8,778464,0,0,0,23793,1,0.16,8228,1466.0,0.18150506888484533,5.792299017890036,0.34581599630143317,1.0766749768998762,333.1273189882281,106.13964403091458,0.21964933622841948,True,False,False,True,False
2,9,4,0,1,1,0,14,57859,12706,216394,66624,3154,11159,554,13371,14622,517,2,123210,0,0,0,11255,2,0.16,2385,-417.0,0.2196028275635597,3.2479887127761766,0.21190581963571745,0.9144439885104637,181.75971535231284,754.2216071118343,0.282641813782597,False,False,True,True,False
12,0,2,0,1,1,0,8,55175,7533,270428,119299,9039,52502,0,14693,16598,512,5,278225,0,0,0,30813,0,0.14,6009,-635.0,0.1365292251925691,2.2668086069455735,0.19501509103300554,0.885227135799494,383.529399781928,232.76842771946826,0.17216486990971772,True,False,False,True,False
9,6,4,0,0,1,1,5,310025,72970,2131944,807454,26487,32788,2738,71940,70416,590,7,639471,0,2,0,19803,0,0.15,6667,508.0,0.2353681154745585,2.6403287369930672,0.3366661616926728,1.0216428084526243,769.5931760622618,791.5160458695291,0.8078260339148469,False,True,False,True,False
10,7,4,0,0,1,0,10,49204,13633,329736,150768,4313,12858,153,10986,10938,515,8,664784,0,0,0,43325,2,0.11,5729,16.0,0.2770709698398504,2.1870423432028017,0.1322331217541835,1.004388370817334,189.29182853181635,730.4385032706682,0.335433193342666,False,False,False,False,False
12,1,5,0,0,0,1,3,854820,85716,7191786,960490,53814,66962,2012,250998,223126,631,6,385974,0,1,0,37097,0,0.14,672,9290.666666666666,0.10027374184038745,7.48762194296661,0.01811467234547268,1.124915966763174,375.6515035515394,161.95354470830324,0.8036498312475733,False,False,False,False,False
9,7,4,0,0,1,1,13,1068776,156229,5106932,1282700,156558,248078,0,303893,332924,757,9,162756,0,2,0,1852,0,0.18,643,-9677.0,0.1461756252011647,3.981392375458018,0.34719222462203025,0.912799918299672,623.4190115885134,217.4440239629567,0.6310837720394392,False,False,True,True,False
