business_size,business_time,business_industry,business_structure,business_location,business_job_openings,business_review,plat_customer_support_cnt_t3m,plat_dashboard_cnt_t3m,plat_terminal_flag,plat_trsct_acct_flag,plat_saving_acct_flag,plat_login_cnt_t1m,fin_revenue,fin_profit,fin_assets,fin_liabilities,tran_vol_t1m,tran_vol_t3m,tran_cnt_t1m,tran_cnt_t3m,tran_inflow_t3m,tran_outflow_t3m,credit_score,credit_lines_cnt,credit_current_amt,credit_default_cnt_t12m,credit_inquiry_cnt_t3m,credit_inquiry_cnt_t12m,credit_court_cnt_t12m,loan_amount,loan_late_repayment_cnt,loan_interest_rate,loan_start_date,loan_maturity_date,loan_utilization_amount,loan_last_late_date,default
large,6,retail,sole trader,rural,2,3,0,0,1,0,1,4,1125177,253512,6626733,2909742,111534,482111,0,0,268250,253801,920,2,146530,0,0,0,0,7307,0,0.17,2024-09-30,2024-10-01,1011,1900-01-01,0
small,10,services,sole trader,urban,8,2,1,0,1,1,0,6,51758,10423,309373,61204,6538,25109,100,134,13602,14686,515,8,674528,0,2,6,0,36740,2,0.18,2024-09-30,2024-10-01,1929,2024-09-30,1
medium,1,manufacturing,company,rural,8,4,0,0,1,1,1,17,252631,19008,2194589,400367,25604,46117,0,0,72920,64259,526,2,114956,0,1,2,0,19700,0,0.19,2024-09-30,2024-10-01,5335,1900-01-01,1
large,12,hospitality,company,urban,0,1,0,0,1,1,0,5,1156529,211066,5553824,2190274,125076,731126,0,0,273025,287594,754,2,51944,1,1,1,1,38039,0,0.12,2024-09-30,2024-10-01,6044,1900-01-01,0
small,14,retail,company,urban,1,3,1,1,1,0,1,11,44158,12059,409588,54732,6763,23075,0,0,12498,11158,514,6,67320,0,0,0,0,13791,0,0.12,2024-09-30,2024-10-01,4260,1900-01-01,0
small,8,manufacturing,company,rural,7,4,1,0,1,1,0,15,52499,8741,220576,96181,7059,15997,0,0,13926,11832,511,2,193830,0,0,0,0,38937,0,0.14,2024-09-30,2024-10-01,7009,1900-01-01,0
small,2,services,sole trader,urban,6,2,1,1,1,1,0,9,42850,5606,243463,25724,6326,16779,100,187,8821,8313,509,2,169434,0,1,1,0,3078,0,0.11,2024-09-30,2024-10-01,3078,1900-01-01,0
medium,16,hospitality,partnership,suburban,3,5,0,0,1,1,1,18,246566,50892,2240395,412058,23367,97901,0,0,51689,44488,582,2,62792,0,0,0,2,40860,0,0.14,2024-09-30,2024-10-01,2111,1900-01-01,0
small,6,retail,partnership,urban,8,5,0,0,0,1,1,7,52358,2965,457259,119335,6874,9712,100,569,14377,15775,503,9,830331,0,0,0,0,10126,2,0.2,2024-09-30,2024-10-01,1230,2024-09-30,1
small,14,manufacturing,sole trader,suburban,3,4,0,1,0,1,1,4,46441,5698,233896,39442,5243,18204,100,367,11864,12394,509,8,490200,0,0,0,0,15594,1,0.18,2024-09-30,2024-10-01,6498,2024-09-30,1
small,10,hospitality,sole trader,suburban,2,1,3,2,1,1,1,20,48145,8355,425005,193606,5996,13743,0,0,10056,10814,510,8,599608,0,0,0,0,12209,2,0.16,2024-09-30,2024-10-01,2747,2024-09-30,0
medium,12,manufacturing,company,suburban,0,5,0,0,1,1,1,12,246554,65027,1612630,230678,30679,125882,0,0,49390,40710,573,5,278325,0,0,0,0,46412,0,0.2,2024-09-30,2024-10-01,725,1900-01-01,1
small,2,hospitality,partnership,suburban,4,1,0,0,1,1,0,4,52384,6568,299761,130320,5981,11590,100,448,13496,13323,510,2,136084,0,2,2,2,45411,1,0.1,2024-09-30,2024-10-01,31220,2024-09-30,0
large,18,hospitality,sole trader,rural,9,5,1,2,1,1,0,18,1073240,235270,8670120,2954607,158130,666622,1000,3545,249077,288222,852,4,130632,0,0,0,1,12191,0,0.13,2024-09-30,2024-10-01,726,1900-01-01,0
small,9,hospitality,sole trader,suburban,4,2,0,1,1,1,1,10,54842,13082,319451,88486,3717,5085,0,0,12022,11578,521,2,188448,0,1,2,0,45640,2,0.17,2024-09-30,2024-10-01,21223,2024-09-30,0
small,17,hospitality,sole trader,rural,7,4,0,1,1,1,0,5,42237,8079,278936,76589,3748,20728,0,0,11990,12724,511,7,548030,0,1,2,0,12636,0,0.19,2024-09-30,2024-10-01,2141,1900-01-01,0
small,7,retail,company,suburban,6,1,0,0,1,1,1,11,56205,7337,340767,110152,4190,18967,100,146,15290,15702,510,5,228170,0,1,1,0,30276,0,0.17,2024-09-30,2024-10-01,11303,1900-01-01,0
medium,14,services,company,rural,2,3,0,0,0,1,1,13,247927,54921,1187597,532885,15300,85626,0,0,63126,53200,570,8,405032,0,0,0,0,27007,1,0.19,2024-09-30,2024-10-01,4929,2024-09-30,0
small,16,manufacturing,sole trader,urban,6,4,0,0,1,0,0,5,46823,5223,211557,42814,6315,14192,100,403,10170,10627,507,2,160092,0,1,3,0,36347,0,0.19,2024-09-30,2024-10-01,5831,1900-01-01,0
small,2,services,partnership,suburban,4,4,2,0,1,1,1,8,42710,11385,217035,97965,7062,31101,100,408,8595,9050,514,9,891738,0,0,0,0,8931,0,0.14,2024-09-30,2024-10-01,4317,1900-01-01,0
small,14,services,company,suburban,8,2,0,1,1,1,1,6,42554,10766,210364,72449,3630,6189,0,0,12304,11305,513,1,16196,0,0,0,0,49271,0,0.11,2024-09-30,2024-10-01,19257,1900-01-01,0
small,18,retail,partnership,suburban,9,2,1,1,1,1,1,13,48975,5449,350217,130813,8032,10516,0,0,11885,13987,507,5,71615,0,1,2,0,32091,0,0.19,2024-09-30,2024-10-01,3370,1900-01-01,0
medium,6,retail,partnership,urban,0,3,1,0,1,1,0,17,244786,47893,1023210,304370,20427,70630,0,0,73112,72689,565,2,37038,1,0,0,1,31528,0,0.14,2024-09-30,2024-10-01,9839,1900-01-01,0
small,14,retail,sole trader,suburban,7,2,0,0,1,1,0,4,59593,17466,373752,117538,6855,35331,100,277,14210,15660,527,1,25320,0,0,0,0,34196,0,0.13,2024-09-30,2024-10-01,9639,1900-01-01,0
small,4,services,partnership,urban,4,3,0,0,1,1,0,12,46516,12658,190378,45614,2444,13754,100,240,9576,8247,516,9,408438,1,1,3,1,2843,0,0.18,2024-09-30,2024-10-01,81,1900-01-01,1
medium,9,services,partnership,rural,9,5,0,1,0,1,1,12,249398,24751,2185527,735811,19979,71281,0,0,54378,52003,531,4,134524,0,0,0,1,42104,0,0.17,2024-09-30,2024-10-01,14684,1900-01-01,0
large,2,retail,partnership,rural,8,5,0,0,1,0,1,5,990601,254209,9449782,4020620,138462,631049,0,0,281225,271570,816,9,621234,0,2,4,1,25948,0,0.16,2024-09-30,2024-10-01,3784,1900-01-01,0
small,7,hospitality,partnership,rural,7,2,0,2,1,1,0,5,57752,12050,232438,40092,7956,10938,100,210,12299,11428,515,5,55800,0,1,1,0,10492,0,0.14,2024-09-30,2024-10-01,1346,1900-01-01,0
small,15,services,company,urban,0,2,2,0,1,1,1,5,44187,12849,235369,56368,5980,6547,0,0,8847,10006,517,5,317990,0,0,0,0,8843,1,0.19,2024-09-30,2024-10-01,542,2024-09-30,0
small,17,hospitality,sole trader,rural,0,3,2,0,1,1,1,13,53253,14053,167795,31046,5114,27985,0,0,13901,12456,521,2,194830,0,0,0,1,49468,0,0.19,2024-09-30,2024-10-01,16324,1900-01-01,1
medium,1,services,partnership,rural,3,3,0,0,1,1,0,10,304465,88147,1872367,440036,28613,144281,500,2789,68799,56309,618,7,228585,0,0,0,0,16006,0,0.18,2024-09-30,2024-10-01,1850,1900-01-01,0
medium,4,manufacturing,sole trader,suburban,3,4,0,0,1,1,1,9,274072,38593,2086075,523581,43859,191010,500,940,67557,63294,555,6,220284,0,1,3,0,16583,2,0.19,2024-09-30,2024-10-01,5859,2024-09-30,1
small,19,manufacturing,partnership,urban,0,4,0,1,0,1,1,7,43629,10251,307373,60295,3112,14088,100,489,12747,14900,515,8,421504,0,2,6,1,41317,0,0.17,2024-09-30,2024-10-01,7701,1900-01-01,0
small,5,manufacturing,sole trader,rural,0,3,0,0,0,1,0,10,43575,2736,331347,135692,1817,4262,100,480,9904,9367,504,6,46320,0,1,2,0,11879,0,0.18,2024-09-30,2024-10-01,772,1900-01-01,1
large,19,services,company,urban,0,1,0,0,1,1,0,14,1169537,297887,3821275,861747,159229,710208,1000,2721,292688,270056,908,3,191067,0,0,0,0,8835,0,0.1,2024-09-30,2024-10-01,1340,1900-01-01,0
medium,2,hospitality,partnership,suburban,9,5,0,2,0,0,1,12,285761,28148,1335795,253404,43985,121259,500,2531,70180,66208,545,2,144560,0,2,2,0,28012,0,0.14,2024-09-30,2024-10-01,6583,1900-01-01,0
medium,16,services,company,urban,7,4,0,1,0,1,0,7,258367,31998,1273495,241796,25560,139018,0,0,57312,51703,539,6,111738,0,0,0,1,16900,0,0.17,2024-09-30,2024-10-01,1289,1900-01-01,0
small,4,retail,company,rural,1,3,0,0,1,1,1,13,53060,3052,214141,30156,5349,21639,0,0,12028,14343,505,3,183447,0,1,2,1,47810,0,0.16,2024-09-30,2024-10-01,11295,1900-01-01,0
medium,11,retail,company,rural,6,5,2,1,0,1,1,6,261354,32559,1982042,734832,33714,81577,500,1559,61902,67513,550,1,12316,0,0,0,0,21142,0,0.11,2024-09-30,2024-10-01,2114,1900-01-01,0
small,2,retail,company,urban,5,2,1,0,1,1,1,7,52198,11595,163666,46595,2717,10432,100,291,14247,13868,519,2,141314,0,0,0,0,43456,0,0.19,2024-09-30,2024-10-01,2390,1900-01-01,1
small,2,manufacturing,company,rural,1,1,2,1,1,1,1,18,57914,11650,291007,75741,8061,28033,0,0,14422,12186,519,1,18711,0,2,6,0,41847,0,0.19,2024-09-30,2024-10-01,6974,1900-01-01,0
medium,10,retail,company,suburban,5,1,1,1,1,1,1,15,255618,67641,1027648,365856,36861,99272,0,0,58909,69115,584,5,54370,1,0,0,1,37334,1,0.2,2024-09-30,2024-10-01,3920,2024-09-30,0
small,3,retail,company,suburban,2,4,0,0,0,1,0,13,40510,4079,84107,13591,4133,24011,100,429,10031,8899,505,3,165891,0,0,0,0,48318,0,0.18,2024-09-30,2024-10-01,24562,1900-01-01,0
small,11,retail,sole trader,urban,7,4,0,0,0,1,1,15,59418,4878,396120,90250,8508,50935,0,0,13106,12696,506,3,240039,0,1,1,0,16793,0,0.19,2024-09-30,2024-10-01,3900,1900-01-01,0
small,2,services,partnership,urban,0,2,2,3,1,1,0,16,59558,9813,335192,154493,5927,7215,0,0,14978,14785,512,9,417672,0,0,0,0,25539,2,0.16,2024-09-30,2024-10-01,12642,2024-09-30,0
medium,14,services,sole trader,rural,8,3,0,0,1,1,0,4,276590,52288,2728230,348358,39049,102338,0,0,71431,76821,587,9,108801,0,0,0,0,36021,0,0.18,2024-09-30,2024-10-01,5253,1900-01-01,1
small,4,retail,sole trader,urban,8,2,0,0,0,1,0,11,47682,11483,304888,107041,7267,40518,100,203,10415,10396,517,1,76842,0,0,0,1,31021,0,0.14,2024-09-30,2024-10-01,14476,1900-01-01,0
small,8,services,sole trader,rural,8,4,0,0,1,1,1,15,46492,8172,295621,116411,4173,6539,0,0,9813,8614,510,2,50732,0,0,0,0,41516,0,0.11,2024-09-30,2024-10-01,6271,1900-01-01,0
small,5,manufacturing,company,urban,7,5,1,1,0,1,0,14,54182,6334,391857,82165,4642,7433,100,298,13257,13214,510,9,83853,0,1,1,0,10542,0,0.15,2024-09-30,2024-10-01,4147,1900-01-01,0
medium,16,services,company,urban,1,1,2,0,1,0,0,6,278506,35055,1510397,699678,18803,27247,0,0,69762,80093,557,2,150896,0,1,3,0,40935,0,0.15,2024-09-30,2024-10-01,26642,1900-01-01,0
medium,7,services,sole trader,suburban,7,2,2,0,1,1,1,7,247462,15929,1112745,319510,35800,212569,500,730,60296,60578,524,9,676530,0,0,0,1,23648,0,0.14,2024-09-30,2024-10-01,3784,1900-01-01,0
medium,8,retail,company,urban,0,4,0,1,1,1,1,8,334489,43099,2515860,812069,53111,142698,0,0,70495,60779,563,4,136180,0,0,0,1,37217,0,0.11,2024-09-30,2024-10-01,11165,1900-01-01,0
medium,16,services,partnership,suburban,5,1,0,0,1,1,1,9,341379,83159,2171751,835740,51990,165524,0,0,95299,101559,609,3,102699,0,1,2,0,1270,0,0.16,2024-09-30,2024-10-01,186,1900-01-01,0
small,3,retail,sole trader,suburban,9,3,1,0,0,1,0,15,56225,13491,272033,28207,4278,9502,0,0,12896,10591,518,2,165814,0,2,4,0,5207,0,0.19,2024-09-30,2024-10-01,879,1900-01-01,1
small,17,retail,partnership,rural,0,4,1,0,1,1,1,15,51716,4806,132065,64630,2540,8496,0,0,10729,10568,507,1,25096,0,3,9,1,47215,0,0.13,2024-09-30,2024-10-01,30572,1900-01-01,1
small,5,retail,sole trader,suburban,9,2,0,0,1,1,1,15,50830,6350,390902,88516,4480,10973,100,325,14365,14650,509,8,61112,0,0,0,0,31909,1,0.18,2024-09-30,2024-10-01,8296,2024-09-30,0
small,17,hospitality,partnership,rural,9,4,0,0,0,1,0,12,45323,5967,323289,73860,4618,27342,0,0,9639,8593,508,3,92775,0,0,0,0,5522,0,0.12,2024-09-30,2024-10-01,354,1900-01-01,0
small,1,services,sole trader,rural,8,1,0,1,1,1,0,14,45605,2672,388287,64428,6346,35970,0,0,10264,9717,504,1,84272,0,1,2,0,8024,0,0.13,2024-09-30,2024-10-01,615,1900-01-01,0
small,18,manufacturing,sole trader,suburban,0,2,1,0,1,1,0,15,42180,4700,90448,27729,4928,23133,0,0,11909,9723,507,6,319512,0,2,6,1,16363,0,0.16,2024-09-30,2024-10-01,3886,1900-01-01,0
medium,10,manufacturing,company,suburban,0,2,1,0,1,1,0,12,290380,60231,2238475,256812,46329,80858,500,1635,58911,66653,595,7,330043,0,0,0,0,23982,0,0.14,2024-09-30,2024-10-01,7768,1900-01-01,0
small,16,manufacturing,sole trader,urban,6,3,1,0,0,1,1,5,43189,5092,404945,54998,1899,6809,100,299,10478,11921,506,4,383212,0,0,0,1,27764,1,0.1,2024-09-30,2024-10-01,5778,2024-09-30,0
medium,17,hospitality,sole trader,urban,8,4,0,0,1,1,1,16,342192,58321,1009929,458916,21135,99715,0,0,68875,61984,570,9,312507,0,0,0,0,34453,0,0.16,2024-09-30,2024-10-01,7005,1900-01-01,0
small,10,manufacturing,sole trader,urban,5,2,1,1,1,1,0,12,46508,3423,312687,71031,4378,23884,0,0,9688,10834,505,9,187614,0,1,3,1,36231,0,0.18,2024-09-30,2024-10-01,31521,1900-01-01,0
small,7,manufacturing,partnership,rural,4,4,0,2,0,1,0,7,51212,14855,190307,69427,7707,44284,0,0,15222,14787,517,4,92124,0,1,2,0,39220,0,0.1,2024-09-30,2024-10-01,25297,1900-01-01,0
large,17,retail,sole trader,suburban,9,4,2,1,0,1,1,9,830710,146682,7403448,772599,123309,584066,1000,1278,239611,246987,674,8,766312,1,0,0,2,8706,0,0.17,2024-09-30,2024-10-01,1117,1900-01-01,0
medium,16,hospitality,partnership,suburban,9,3,0,1,0,1,1,3,257991,69669,1048298,523986,36808,79411,0,0,58348,56713,590,8,689456,0,1,1,0,44343,0,0.12,2024-09-30,2024-10-01,8536,1900-01-01,0
medium,2,manufacturing,company,suburban,3,2,1,0,1,1,0,10,336576,47176,2543805,693310,44950,58803,0,0,80425,80106,573,1,65994,0,0,0,0,39743,0,0.15,2024-09-30,2024-10-01,1590,1900-01-01,1
small,18,retail,company,urban,3,3,0,1,1,1,0,17,45443,6735,283000,39721,4495,10924,0,0,12115,10274,508,3,11424,0,0,0,0,14155,2,0.11,2024-09-30,2024-10-01,1935,2024-09-30,0
small,10,manufacturing,partnership,rural,0,2,0,1,0,1,0,5,55779,11462,337684,136416,5471,31178,0,0,13933,12411,516,1,40254,0,0,0,0,3405,0,0.19,2024-09-30,2024-10-01,1518,1900-01-01,0
medium,13,services,partnership,rural,6,2,1,1,1,1,1,11,281151,31917,2663119,388924,29350,31995,0,0,83085,82700,550,6,287964,1,1,3,0,7218,0,0.18,2024-09-30,2024-10-01,890,1900-01-01,1
large,5,manufacturing,company,urban,2,3,0,0,1,1,0,9,1017358,222841,4270812,1413514,119197,694411,0,0,241918,205441,789,8,203496,0,0,0,0,15009,0,0.18,2024-09-30,2024-10-01,2552,1900-01-01,0
medium,9,hospitality,partnership,rural,5,4,0,0,1,1,0,8,267426,28279,2576039,546003,23404,48069,500,732,68023,56280,546,6,206658,0,0,0,0,12394,0,0.14,2024-09-30,2024-10-01,697,1900-01-01,0
medium,19,manufacturing,sole trader,rural,4,2,0,0,1,1,1,5,355446,35788,2184898,380731,58128,114701,0,0,89954,91450,544,5,217390,0,0,0,0,2708,0,0.2,2024-09-30,2024-10-01,1076,1900-01-01,0
small,15,hospitality,partnership,rural,6,3,0,0,1,1,1,5,42546,2561,334623,117164,4868,15018,0,0,9521,8003,504,3,80664,0,0,0,0,49607,0,0.12,2024-09-30,2024-10-01,2770,1900-01-01,0
small,10,hospitality,company,urban,2,4,0,0,1,1,1,14,45758,6878,339975,147267,3693,6602,0,0,12440,12867,509,5,99795,0,1,3,1,13119,0,0.13,2024-09-30,2024-10-01,3214,1900-01-01,0
medium,2,services,company,suburban,3,3,0,1,1,1,1,9,254598,38779,995188,409407,27182,44741,500,1114,53218,61358,548,4,125140,0,0,0,1,19765,1,0.13,2024-09-30,2024-10-01,2405,2024-09-30,0
small,13,retail,company,urban,3,1,0,2,1,1,1,7,55836,11220,215506,63297,6308,8340,100,199,15253,12803,515,8,493888,0,0,0,0,39183,0,0.11,2024-09-30,2024-10-01,27657,1900-01-01,0
small,10,services,partnership,rural,6,1,2,0,0,1,1,16,58385,2938,314372,35584,4712,12763,0,0,11939,13825,504,6,28008,0,1,3,0,9543,0,0.12,2024-09-30,2024-10-01,2624,1900-01-01,0
small,6,services,partnership,rural,0,3,0,0,0,1,1,16,50239,9102,284406,39654,7136,7338,100,117,14251,13887,514,6,330324,0,0,0,0,44675,0,0.1,2024-09-30,2024-10-01,18428,1900-01-01,0
medium,12,services,sole trader,rural,6,2,2,0,1,1,1,15,253982,70359,2193711,1005989,38428,156551,0,0,55374,61739,604,3,103878,0,0,0,0,21943,0,0.16,2024-09-30,2024-10-01,4462,1900-01-01,0
small,18,retail,sole trader,suburban,3,3,0,0,1,1,1,14,51127,6946,164579,72855,4076,10455,100,274,10959,12171,509,6,326898,0,1,2,0,24442,0,0.16,2024-09-30,2024-10-01,4277,1900-01-01,1
medium,8,services,company,urban,0,4,0,0,1,1,1,7,310306,73832,1501202,627114,36208,67017,0,0,81405,75469,619,5,487565,0,0,0,0,25310,0,0.14,2024-09-30,2024-10-01,2890,1900-01-01,0
medium,11,manufacturing,company,suburban,1,3,1,0,1,1,0,9,330165,97394,1196088,383065,43037,207816,500,935,78805,67913,627,4,303184,0,0,0,0,43568,1,0.12,2024-09-30,2024-10-01,6862,2024-09-30,0
small,19,manufacturing,company,urban,3,4,1,1,1,1,1,12,41763,10932,301244,141568,6383,30289,0,0,10365,9106,518,4,370276,0,1,1,0,24903,0,0.16,2024-09-30,2024-10-01,7056,1900-01-01,1
small,11,manufacturing,partnership,suburban,8,5,1,0,1,1,0,18,58196,11352,491888,175156,6820,7492,100,108,17427,16168,518,4,89596,0,1,3,0,31937,1,0.2,2024-09-30,2024-10-01,4791,2024-09-30,1
small,19,manufacturing,sole trader,urban,1,3,0,1,1,1,1,14,40338,4808,285341,133035,4208,7219,0,0,8249,8035,506,8,37496,0,1,3,0,31570,0,0.16,2024-09-30,2024-10-01,5801,1900-01-01,0
large,2,retail,sole trader,suburban,2,2,1,0,1,1,1,14,1038941,122337,2723392,581404,129575,134801,0,0,300622,335419,658,1,86594,0,0,0,0,49742,0,0.1,2024-09-30,2024-10-01,4601,1900-01-01,0
small,5,retail,partnership,rural,1,5,0,0,1,1,0,14,40284,9963,323456,81373,4483,18156,100,371,9444,8075,516,9,442170,0,0,0,0,8180,0,0.12,2024-09-30,2024-10-01,5706,1900-01-01,0
small,17,retail,company,urban,6,2,0,0,1,1,1,5,45216,6302,450047,61736,6245,28019,100,425,12212,13066,509,4,292292,0,0,0,0,26076,0,0.17,2024-09-30,2024-10-01,5818,1900-01-01,1
small,9,retail,sole trader,urban,4,1,1,0,1,1,0,5,47248,12389,120150,19103,6824,35745,100,437,9669,11045,514,4,191208,0,0,0,0,15564,1,0.16,2024-09-30,2024-10-01,15564,2024-09-30,0
small,18,manufacturing,sole trader,suburban,1,1,0,1,1,0,1,7,49705,7516,188694,80214,6422,35694,100,529,12511,10088,510,8,110920,0,0,0,0,8433,0,0.17,2024-09-30,2024-10-01,2024,1900-01-01,0
small,16,manufacturing,company,rural,2,2,1,1,1,1,0,8,49393,4102,344609,40551,3676,17665,100,391,11169,11475,506,8,352000,0,2,4,0,21091,0,0.13,2024-09-30,2024-10-01,3585,1900-01-01,0
large,11,services,company,urban,2,3,0,0,1,1,1,4,933989,247750,6228369,1938048,98932,205987,0,0,213239,241096,835,7,226177,0,1,1,0,28366,0,0.19,2024-09-30,2024-10-01,4095,1900-01-01,1
medium,11,manufacturing,partnership,rural,0,2,0,0,1,1,0,11,298428,57478,1269801,178075,26987,124720,500,1346,71300,80355,580,4,336160,0,0,0,0,15042,0,0.18,2024-09-30,2024-10-01,15042,1900-01-01,0
medium,16,manufacturing,partnership,suburban,3,3,2,1,1,1,1,15,329204,67710,1518690,484621,47795,97372,0,0,75324,80353,588,7,45458,0,1,1,0,5359,0,0.13,2024-09-30,2024-10-01,1000,1900-01-01,0
small,16,manufacturing,partnership,urban,3,2,2,0,0,1,0,14,54237,5263,384702,141927,4105,9156,0,0,12206,12702,507,1,52094,0,1,3,0,37161,0,0.12,2024-09-30,2024-10-01,17837,1900-01-01,0
small,11,services,partnership,urban,2,2,0,0,1,1,0,15,58172,7407,485949,137487,2431,13719,100,495,14946,14554,512,7,498120,0,1,2,0,35045,0,0.16,2024-09-30,2024-10-01,35045,1900-01-01,0
small,15,services,partnership,urban,4,2,0,0,1,1,1,11,46619,12311,380767,84055,4056,15726,0,0,13285,12386,514,1,8771,0,1,3,0,21309,0,0.16,2024-09-30,2024-10-01,817,1900-01-01,0
small,6,retail,partnership,urban,3,5,2,2,0,1,0,12,56634,13405,385262,107142,6337,20857,100,213,15044,17539,517,1,74174,0,2,4,0,16809,1,0.19,2024-09-30,2024-10-01,1401,2024-09-30,1
medium,2,services,sole trader,suburban,5,5,0,1,1,1,0,8,288267,78825,923990,259104,26834,123674,500,1532,74282,77821,597,4,350116,0,0,0,2,34889,0,0.19,2024-09-30,2024-10-01,4725,1900-01-01,0
small,2,hospitality,partnership,rural,8,1,2,1,1,0,1,14,46665,8577,438515,127591,2188,9626,100,303,10767,8927,514,8,342288,0,0,0,0,27707,0,0.12,2024-09-30,2024-10-01,8312,1900-01-01,0
small,5,hospitality,company,suburban,2,1,0,1,1,1,0,12,40715,7906,323361,98872,4772,9132,0,0,9086,9612,511,8,278856,0,2,2,0,13651,0,0.15,2024-09-30,2024-10-01,5256,1900-01-01,0
medium,9,hospitality,company,suburban,3,3,1,1,1,1,1,14,293473,85479,1091850,160200,25211,40477,500,2171,87181,84134,619,3,38070,0,0,0,0,32755,0,0.18,2024-09-30,2024-10-01,14057,1900-01-01,1
small,15,services,sole trader,suburban,8,3,0,1,1,0,1,6,43416,8848,383654,141858,6193,25577,100,295,11113,10686,514,8,116384,0,0,0,0,12728,0,0.14,2024-09-30,2024-10-01,1008,1900-01-01,1
small,15,retail,partnership,suburban,4,2,0,0,0,1,0,5,52866,7555,382361,66297,3435,16665,0,0,11179,10581,511,9,322776,0,1,2,0,16074,0,0.16,2024-09-30,2024-10-01,2210,1900-01-01,0
medium,13,manufacturing,partnership,suburban,6,2,1,0,0,0,0,6,301757,82370,1910886,952468,42547,44338,500,2893,82342,91444,597,6,408198,0,0,0,0,38948,0,0.12,2024-09-30,2024-10-01,9834,1900-01-01,0
small,13,manufacturing,company,rural,9,1,1,0,1,1,0,10,54028,3087,240760,112542,2454,9889,0,0,15431,13413,505,6,519168,0,1,2,0,42705,0,0.12,2024-09-30,2024-10-01,21068,1900-01-01,0
medium,8,manufacturing,sole trader,rural,8,5,0,0,1,1,1,6,256070,56374,1564900,315854,27730,84372,0,0,74138,61319,591,5,345425,0,0,0,0,45234,0,0.17,2024-09-30,2024-10-01,6078,1900-01-01,0
small,10,hospitality,sole trader,suburban,0,2,0,0,1,1,0,12,50381,6125,406556,44225,8389,9406,0,0,10816,10479,508,2,94376,1,1,1,0,46414,0,0.11,2024-09-30,2024-10-01,4796,1900-01-01,0
small,3,services,partnership,suburban,3,5,0,0,0,1,1,12,48448,3544,420565,161466,5770,7346,100,156,9913,9271,504,3,14856,1,1,1,1,36750,0,0.2,2024-09-30,2024-10-01,3790,1900-01-01,0
medium,6,services,company,rural,4,5,1,0,0,1,0,12,350915,42309,3382175,395292,22060,98366,500,2680,104415,100944,553,9,44982,0,3,6,0,48695,0,0.2,2024-09-30,2024-10-01,42202,1900-01-01,0
small,17,retail,company,suburban,1,2,2,0,1,1,0,13,45944,13495,312345,155372,6758,17565,0,0,12922,14861,520,3,86976,0,1,1,0,14733,0,0.19,2024-09-30,2024-10-01,299,1900-01-01,1
medium,11,services,partnership,urban,2,3,0,0,1,0,1,2,323415,28984,1263449,259537,50165,75164,0,0,76124,82752,541,2,131942,0,0,0,0,42874,0,0.13,2024-09-30,2024-10-01,5073,1900-01-01,0
medium,5,hospitality,company,rural,2,2,0,1,1,1,0,15,343289,83624,994934,202928,23878,32700,0,0,78826,86736,607,3,277428,0,0,0,0,10469,0,0.18,2024-09-30,2024-10-01,1487,1900-01-01,0
small,13,hospitality,company,rural,5,4,1,0,1,1,1,7,57531,4884,453117,72140,6346,9295,100,158,12381,13019,506,6,177672,0,2,6,0,20597,0,0.14,2024-09-30,2024-10-01,3321,1900-01-01,1
medium,3,retail,partnership,urban,1,1,1,0,0,0,1,4,317392,26003,2247268,962444,36045,214212,0,0,68675,55118,530,5,286855,1,0,0,0,34654,0,0.19,2024-09-30,2024-10-01,5631,1900-01-01,0
large,10,services,sole trader,urban,7,5,1,0,0,0,0,4,1144191,333575,8481719,3308571,150107,524464,0,0,271727,318133,1000,7,629209,1,0,0,0,19461,1,0.1,2024-09-30,2024-10-01,2189,2024-09-30,0
medium,6,retail,company,urban,3,2,0,0,1,0,1,14,353433,102640,1824583,592334,36603,213104,0,0,89416,77050,664,3,60306,0,1,1,0,15559,0,0.17,2024-09-30,2024-10-01,3177,1900-01-01,0
large,5,manufacturing,sole trader,suburban,4,4,0,1,1,1,0,4,1111187,253220,8868855,2529165,122129,286532,1000,4437,245160,229553,906,9,370953,0,0,0,0,35708,1,0.11,2024-09-30,2024-10-01,1666,2024-09-30,0
small,2,retail,partnership,rural,1,4,0,1,0,1,1,7,55691,10546,328241,55781,4572,18207,100,225,13499,11368,513,8,142824,0,1,2,0,31502,0,0.14,2024-09-30,2024-10-01,4463,1900-01-01,0
medium,3,manufacturing,company,urban,6,4,0,1,1,1,1,8,254389,52434,1939965,819597,18275,24531,0,0,70625,62897,563,6,543942,0,0,0,0,43975,0,0.14,2024-09-30,2024-10-01,17480,1900-01-01,0
small,9,hospitality,sole trader,rural,4,4,1,1,0,1,0,7,40852,10066,350602,148315,5588,26179,100,134,8244,9594,516,3,200094,0,0,0,0,9704,0,0.13,2024-09-30,2024-10-01,1443,1900-01-01,0
small,1,manufacturing,partnership,rural,8,2,0,0,1,1,0,6,54827,3800,115864,19207,6688,40063,0,0,11306,12882,505,9,163719,1,0,0,0,8864,0,0.14,2024-09-30,2024-10-01,96,1900-01-01,1
small,13,manufacturing,sole trader,suburban,0,5,0,1,1,1,0,13,54893,13779,503872,61216,8870,52264,100,470,14964,16570,520,2,108162,0,0,0,0,38620,0,0.19,2024-09-30,2024-10-01,10701,1900-01-01,1
